Date,Visitor,Visitor Score,Home Team,Home Score,Line,Winning,Winning Points,Losing,Losing Points,Year
11/21/87,Fresno State,34,New Mexico State,10, ,Fresno State,34,New Mexico State,10,1987
11/21/87,Iowa State,27,Oklahoma State,48,28.5,Oklahoma State,48,Iowa State,27,1987
11/21/87,Illinois,10,Northwestern,28,-9.5,Northwestern,28,Illinois,10,1987
11/21/87,Kansas,7,Missouri,19,27,Missouri,19,Kansas,7,1987
11/21/87,Kent State,5,Pittsburgh,28, ,Pittsburgh,28,Kent State,5,1987
11/21/87,Louisiana State,41,Tulane,36,-14,Louisiana State,41,Tulane,36,1987
11/21/87,Michigan State,30,Wisconsin,9,-21,Michigan State,30,Wisconsin,9,1987
11/21/87,Maryland,24,Vanderbilt,34,2,Vanderbilt,34,Maryland,24,1987
11/21/87,Memphis,14,Tulsa,0,-4,Memphis,14,Tulsa,0,1987
11/21/87,Minnesota,20,Iowa,34,15.5,Iowa,34,Minnesota,20,1987
11/21/87,Mississippi,20,Mississippi State,30,-2.5,Mississippi State,30,Mississippi,20,1987
11/21/87,Montana,26,Fullerton State,43, ,Fullerton State,43,Montana,26,1987
11/21/87,Notre Dame,20,Penn State,21,-7,Penn State,21,Notre Dame,20,1987
11/21/87,New Mexico,30,San Diego State,53,24,San Diego State,53,New Mexico,30,1987
11/21/87,Ohio State,23,Michigan,20,6.5,Ohio State,23,Michigan,20,1987
11/21/87,Oklahoma,17,Nebraska,7,5.5,Oklahoma,17,Nebraska,7,1987
11/21/87,Oregon State,0,Oregon,44,15,Oregon,44,Oregon State,0,1987
11/21/87,Pacific,24,Nevada-Las Vegas,30, ,Nevada-Las Vegas,30,Pacific,24,1987
11/21/87,Purdue,14,Indiana,35,12.5,Indiana,35,Purdue,14,1987
11/21/87,Rutgers,17,Temple,14,-1.5,Rutgers,17,Temple,14,1987
11/21/87,Tennessee,24,Kentucky,22,-6,Tennessee,24,Kentucky,22,1987
11/21/87,Toledo,14,Miami-Florida,24, ,Miami-Florida,24,Toledo,14,1987
11/21/87,Texas Tech,10,Houston,10,-2.5,Texas Tech,10,Houston,10,1987
11/21/87,Texas A+M,42,Texas Christian,24,-3.5,Texas A+M,42,Texas Christian,24,1987
11/21/87,U.C.L.A.,13,Southern Cal,17,-8,Southern Cal,17,U.C.L.A.,13,1987
11/21/87,Utah,18,Brigham Young,21,21.5,Brigham Young,21,Utah,18,1987
11/21/87,Utah State,17,Long Beach State,14, ,Utah State,17,Long Beach State,14,1987
11/21/87,Virginia,34,No Carolina State,31,-2.5,Virginia,34,No Carolina State,31,1987
11/21/87,Washington State,19,Washington,34,14.5,Washington,34,Washington State,19,1987
11/21/87,Wake Forest,33,Georgia Tech,6,3,Wake Forest,33,Georgia Tech,6,1987
11/21/87,Western Michigan,31,Ohio,13, ,Western Michigan,31,Ohio,13,1987
11/21/87,West Virginia,31,Syracuse,32,14,Syracuse,32,West Virginia,31,1987
11/21/87,Wyoming,37,UTEP,13,-7,Wyoming,37,UTEP,13,1987
11/21/87,Youngstown State,10,Akron,6, ,Youngstown State,10,Akron,6,1987
11/26/87,Texas,13,Texas A+M,20,7.5,Texas A+M,20,Texas,13,1987
11/27/87,Alabama,0,Auburn,10,4,Auburn,10,Alabama,0,1987
11/28/87,Arizona,24,Arizona State,24,5,Arizona,24,Arizona State,24,1987
11/28/87,California,17,Washington State,17,-2.5,California,17,Washington State,17,1987
11/28/87,Florida State,28,Florida,14,-9.5,Florida State,28,Florida,14,1987
11/28/87,Georgia,30,Georgia Tech,16,-19.5,Georgia,30,Georgia Tech,16,1987
11/28/87,Houston,45,Rice,21,-10,Houston,45,Rice,21,1987
11/28/87,Notre Dame,0,Miami-Florida,24,6.5,Miami-Florida,24,Notre Dame,0,1987
11/28/87,Nebraska,24,Colorado,7,-14,Nebraska,24,Colorado,7,1987
11/28/87,Northern Illinois,34,Nevada-Las Vegas,31, ,Northern Illinois,34,Nevada-Las Vegas,31,1987
11/28/87,New Mexico,25,Arkansas,43,36,Arkansas,43,New Mexico,25,1987
11/28/87,Southern Miss,30,UL-Lafayette,37, ,UL-Lafayette,37,Southern Miss,30,1987
11/28/87,Vanderbilt,36,Tennessee,38,15,Tennessee,38,Vanderbilt,36,1987
11/28/87,Wyoming,24,Hawaii,20,-9,Wyoming,24,Hawaii,20,1987
12/4/87,Brigham Young,30,Colorado State,26,-12,Brigham Young,30,Colorado State,26,1987
12/5/87,Arkansas,38,Hawaii,20,8.5,Arkansas,38,Hawaii,20,1987
12/5/87,Army,17,Navy,3,-7,Army,17,Navy,3,1987
12/5/87,South Carolina,16,Miami-Florida,20,7,Miami-Florida,20,South Carolina,16,1987
8/27/88,Nebraska,23,Texas A+M,14,-8.5,Nebraska,23,Texas A+M,14,1988
9/1/88,Brigham Young,14,Wyoming,24,-3,Wyoming,24,Brigham Young,14,1988
9/1/88,Southern Cal,34,Boston College,7,-5.5,Southern Cal,34,Boston College,7,1988
9/3/88,Air Force,29,Colorado State,23,-8,Air Force,29,Colorado State,23,1988
9/3/88,Akron,6,Northern Illinois,7, ,Northern Illinois,7,Akron,6,1988
9/3/88,Arizona,24,Oregon State,13,-14.5,Arizona,24,Oregon State,13,1988
9/3/88,Stephen F Austin,7,Southern Miss,21, ,Southern Miss,21,Stephen F Austin,7,1988
9/3/88,Boise State,29,Long Beach State,10, ,Boise State,29,Long Beach State,10,1988
9/3/88,Bowling Green,14,West Virginia,62, ,West Virginia,62,Bowling Green,14,1988
9/3/88,Chattanooga,19,Tulane,33, ,Tulane,33,Chattanooga,19,1988
9/3/88,Central Michigan,7,Kentucky,18, ,Kentucky,18,Central Michigan,7,1988
9/3/88,Duke,31,Northwestern,21,-9,Duke,31,Northwestern,21,1988
9/3/88,Fresno State,68,New Mexico,21, ,Fresno State,68,New Mexico,21,1988
9/3/88,Florida State,0,Miami-Florida,31,-4,Miami-Florida,31,Florida State,0,1988
9/3/88,Fullerton State,9,UL-Lafayette,24, ,UL-Lafayette,24,Fullerton State,9,1988
9/3/88,Iowa,24,Hawaii,27,-20,Hawaii,27,Iowa,24,1988
9/3/88,James Madison,14,Navy,27, ,Navy,27,James Madison,14,1988
9/3/88,Kansas State,9,Tulsa,35,15,Tulsa,35,Kansas State,9,1988
9/3/88,Louisville,16,Maryland,27,13,Maryland,27,Louisville,16,1988
9/3/88,Louisiana Tech,14,Mississippi State,21, ,Mississippi State,21,Louisiana Tech,14,1988
9/3/88,Mankato State,3,UTEP,37, ,UTEP,37,Mankato State,3,1988
9/3/88,Memphis,6,Mississippi,24,1.5,Mississippi,24,Memphis,6,1988
9/3/88,Miami-Ohio,17,Eastern Michigan,24, ,Eastern Michigan,24,Miami-Ohio,17,1988
9/3/88,Montana State,0,Florida,69, ,Florida,69,Montana State,0,1988
9/3/88,North Carolina,10,South Carolina,31,14,South Carolina,31,North Carolina,10,1988
9/3/88,Northern Iowa,10,Pittsburgh,59, ,Pittsburgh,59,Northern Iowa,10,1988
9/3/88,North Texas,29,Texas Tech,24, ,North Texas,29,Texas Tech,24,1988
9/3/88,Pacific,14,Arkansas,63, ,Arkansas,63,Pacific,14,1988
9/3/88,San Diego State,6,U.C.L.A.,59,24.5,U.C.L.A.,59,San Diego State,6,1988
9/3/88,San Jose State,51,New Mexico State,0, ,San Jose State,51,New Mexico State,0,1988
9/3/88,Temple,21,Syracuse,31,18.5,Syracuse,31,Temple,21,1988
9/3/88,Tennessee,17,Georgia,28,4,Georgia,28,Tennessee,17,1988
9/3/88,Tennessee Tech,13,East Carolina,52, ,East Carolina,52,Tennessee Tech,13,1988
9/3/88,Toledo,3,Ball State,13, ,Ball State,13,Toledo,3,1988
9/3/88,Texas A+M,0,Louisiana State,27,3.5,Louisiana State,27,Texas A+M,0,1988
9/3/88,Nevada-Las Vegas,3,Baylor,27, ,Baylor,27,Nevada-Las Vegas,3,1988
9/3/88,Utah State,13,Nebraska,63, ,Nebraska,63,Utah State,13,1988
9/3/88,Virginia Tech,7,Clemson,40,20.5,Clemson,40,Virginia Tech,7,1988
9/3/88,Washington State,44,Illinois,7,4,Washington State,44,Illinois,7,1988
9/3/88,Western Carolina,6,No Carolina State,45, ,No Carolina State,45,Western Carolina,6,1988
9/3/88,Wake Forest,31,Villanova,11, ,Wake Forest,31,Villanova,11,1988
9/3/88,Western Michigan,24,Wisconsin,14, ,Western Michigan,24,Wisconsin,14,1988
9/3/88,William + Mary,23,Virginia,31, ,Virginia,31,William + Mary,23,1988
9/3/88,Youngstown State,3,Kent State,34, ,Kent State,34,Youngstown State,3,1988
9/8/88,Texas,6,Brigham Young,47,-4,Brigham Young,47,Texas,6,1988
9/8/88,Wyoming,44,Louisville,9,-8,Wyoming,44,Louisville,9,1988
9/10/88,Akron,12,Kent State,32, ,Kent State,32,Akron,12,1988
9/10/88,Arkansas State,7,Memphis,9, ,Memphis,9,Arkansas State,7,1988
9/10/88,Alabama,37,Temple,0,-15,Alabama,37,Temple,0,1988
9/10/88,Ball State,34,Bowling Green,10, ,Ball State,34,Bowling Green,10,1988
9/10/88,Baylor,27,Kansas,14,-18,Baylor,27,Kansas,14,1988
9/10/88,Chattanooga,10,Georgia Tech,24, ,Georgia Tech,24,Chattanooga,10,1988
9/10/88,Cincinnati,7,Boston College,41,19,Boston College,41,Cincinnati,7,1988
9/10/88,Delaware,3,Navy,30, ,Navy,30,Delaware,3,1988
9/10/88,Duke,31,Tennessee,26,2,Duke,31,Tennessee,26,1988
9/10/88,East Carolina,16,Virginia Tech,27,-2,Virginia Tech,27,East Carolina,16,1988
9/10/88,Eastern Michigan,17,Youngstown State,12, ,Eastern Michigan,17,Youngstown State,12,1988
9/10/88,Florida,27,Mississippi,15,-9,Florida,27,Mississippi,15,1988
9/10/88,Fresno State,3,Colorado,45, ,Colorado,45,Fresno State,3,1988
9/10/88,Fullerton State,10,West Virginia,45, ,West Virginia,45,Fullerton State,10,1988
9/10/88,Furman,3,Clemson,23, ,Clemson,23,Furman,3,1988
9/10/88,Hawaii,31,Colorado State,23,4.5,Hawaii,31,Colorado State,23,1988
9/10/88,Holy Cross,3,Army,23, ,Army,23,Holy Cross,3,1988
9/10/88,Houston,60,Louisiana Tech,0, ,Houston,60,Louisiana Tech,0,1988
9/10/88,Idaho State,16,Utah,41, ,Utah,41,Idaho State,16,1988
9/10/88,Illinois,16,Arizona State,21,19,Arizona State,21,Illinois,16,1988
9/10/88,Illinois State,0,Wake Forest,35, ,Wake Forest,35,Illinois State,0,1988
9/10/88,Indiana,41,Rice,14,-14,Indiana,41,Rice,14,1988
9/10/88,Iowa,45,Kansas State,10,-33,Iowa,45,Kansas State,10,1988
9/10/88,Kentucky,10,Auburn,20,16,Auburn,20,Kentucky,10,1988
9/10/88,Long Beach State,0,Oregon,49, ,Oregon,49,Long Beach State,0,1988
9/10/88,Miami-Ohio,20,Oklahoma State,52, ,Oklahoma State,52,Miami-Ohio,20,1988
9/10/88,Michigan,17,Notre Dame,19,2.5,Notre Dame,19,Michigan,17,1988
9/10/88,Mississippi State,20,Vanderbilt,24,5,Vanderbilt,24,Mississippi State,20,1988
9/10/88,Middle Tennessee,10,Northern Illinois,14, ,Northern Illinois,14,Middle Tennessee,10,1988
9/10/88,Nebraska,28,U.C.L.A.,41,-1,U.C.L.A.,41,Nebraska,28,1988
9/10/88,New Mexico,36,New Mexico State,34,-3,New Mexico,36,New Mexico State,34,1988
9/10/88,Ohio,14,Marshall,31, ,Marshall,31,Ohio,14,1988
9/10/88,Oklahoma,28,North Carolina,0,-23.5,Oklahoma,28,North Carolina,0,1988
9/10/88,Oregon State,41,San Jose State,27,9,Oregon State,41,San Jose State,27,1988
9/10/88,Pacific,7,California,30, ,California,30,Pacific,7,1988
9/10/88,Penn State,42,Virginia,14,-2.5,Penn State,42,Virginia,14,1988
9/10/88,Rutgers,17,Michigan State,13,18,Rutgers,17,Michigan State,13,1988
9/10/88,Southern Cal,24,Stanford,20,-13,Southern Cal,24,Stanford,20,1988
9/10/88,Southern Miss,13,Florida State,49,32,Florida State,49,Southern Miss,13,1988
9/10/88,Syracuse,9,Ohio State,26,2.5,Ohio State,26,Syracuse,9,1988
9/10/88,Texas Christian,10,Georgia,38,14.5,Georgia,38,Texas Christian,10,1988
9/10/88,Texas Tech,19,Arizona,35,8.5,Arizona,35,Texas Tech,19,1988
9/10/88,Tulane,13,Iowa State,30,-7.5,Iowa State,30,Tulane,13,1988
9/10/88,Tulsa,26,Arkansas,30,19.5,Arkansas,30,Tulsa,26,1988
9/10/88,Utah State,21,Missouri,35, ,Missouri,35,Utah State,21,1988
9/10/88,Washington,20,Purdue,6,-11.5,Washington,20,Purdue,6,1988
9/10/88,Washington State,41,Minnesota,9,-1,Washington State,41,Minnesota,9,1988
9/10/88,Western Carolina,0,South Carolina,38, ,South Carolina,38,Western Carolina,0,1988
9/10/88,Weber State,21,UTEP,48, ,UTEP,48,Weber State,21,1988
9/10/88,Western Michigan,31,Toledo,9, ,Western Michigan,31,Toledo,9,1988
9/11/88,Air Force,36,San Diego State,39,-7.5,San Diego State,39,Air Force,36,1988
9/17/88,Arizona,10,Oklahoma,28,23,Oklahoma,28,Arizona,10,1988
9/17/88,Army,17,Washington,31,20.5,Washington,31,Army,17,1988
9/17/88,Baylor,35,Iowa State,0,-4,Baylor,35,Iowa State,0,1988
9/17/88,Boston College,20,Penn State,23,8,Penn State,23,Boston College,20,1988
9/17/88,Bowling Green,12,Texas Christian,49, ,Texas Christian,49,Bowling Green,12,1988
9/17/88,California,16,Oregon State,17,-5,Oregon State,17,California,16,1988
9/17/88,The Citadel,17,Duke,41, ,Duke,41,The Citadel,17,1988
9/17/88,Central Michigan,27,Akron,16, ,Central Michigan,27,Akron,16,1988
9/17/88,Colorado,24,Iowa,21,5.5,Colorado,24,Iowa,21,1988
9/17/88,Colorado State,17,Arizona State,28,14.5,Arizona State,28,Colorado State,17,1988
9/17/88,East Carolina,0,South Carolina,17,23,South Carolina,17,East Carolina,0,1988
9/17/88,Florida State,24,Clemson,21,-2.5,Florida State,24,Clemson,21,1988
9/17/88,Fullerton State,20,Nevada-Las Vegas,10, ,Fullerton State,20,Nevada-Las Vegas,10,1988
9/17/88,Georgia,42,Mississippi State,35,-14,Georgia,42,Mississippi State,35,1988
9/17/88,Georgia Tech,16,Virginia,17,6.5,Virginia,17,Georgia Tech,16,1988
9/17/88,Houston,31,Missouri,7,1,Houston,31,Missouri,7,1988
9/17/88,Idaho,36,Pacific,26, ,Idaho,36,Pacific,26,1988
9/17/88,Illinois State,14,Western Michigan,44, ,Western Michigan,44,Illinois State,14,1988
9/17/88,Indiana State,0,Florida,58, ,Florida,58,Indiana State,0,1988
9/17/88,Kansas,7,Auburn,56,38,Auburn,56,Kansas,7,1988
9/17/88,Kent State,14,Eastern Michigan,21, ,Eastern Michigan,21,Kent State,14,1988
9/17/88,Kansas State,16,Tulane,20,21,Tulane,20,Kansas State,16,1988
9/17/88,Kentucky,15,Indiana,36,7,Indiana,36,Kentucky,15,1988
9/17/88,Long Beach State,3,U.C.L.A.,56, ,U.C.L.A.,56,Long Beach State,3,1988
9/17/88,Louisiana State,34,Tennessee,9,-3.5,Louisiana State,34,Tennessee,9,1988
9/17/88,Louisiana Tech,6,Wyoming,38, ,Wyoming,38,Louisiana Tech,6,1988
9/17/88,Massachusetts,17,Ball State,44, ,Ball State,44,Massachusetts,17,1988
9/17/88,Maryland,24,West Virginia,55,20,West Virginia,55,Maryland,24,1988
9/17/88,Memphis,18,Louisville,29,-6,Louisville,29,Memphis,18,1988
9/17/88,Miami-Florida,31,Michigan,30,-7,Miami-Florida,31,Michigan,30,1988
9/17/88,Miami-Ohio,3,Minnesota,35, ,Minnesota,35,Miami-Ohio,3,1988
9/17/88,Mississippi,13,Arkansas,21,10,Arkansas,21,Mississippi,13,1988
9/17/88,Notre Dame,20,Michigan State,3,0,Notre Dame,20,Michigan State,3,1988
9/17/88,Northern Illinois,19,Wisconsin,17, ,Northern Illinois,19,Wisconsin,17,1988
9/17/88,New Mexico,0,Texas,47,34.5,Texas,47,New Mexico,0,1988
9/17/88,New Mexico State,0,Fresno State,41, ,Fresno State,41,New Mexico State,0,1988
9/17/88,Northwestern,27,Air Force,62,16,Air Force,62,Northwestern,27,1988
9/17/88,Ohio,10,Purdue,33, ,Purdue,33,Ohio,10,1988
9/17/88,Ohio State,10,Pittsburgh,42,3.5,Pittsburgh,42,Ohio State,10,1988
9/17/88,Oregon,43,Washington State,28,4,Oregon,43,Washington State,28,1988
9/17/88,Austin Peay,7,Cincinnati,52, ,Cincinnati,52,Austin Peay,7,1988
9/17/88,San Diego State,10,Stanford,31,12.5,Stanford,31,San Diego State,10,1988
9/17/88,San Jose State,27,Hawaii,36, ,Hawaii,36,San Jose State,27,1988
9/17/88,Temple,12,Navy,7,-2,Temple,12,Navy,7,1988
9/17/88,Toledo,19,McNeese State,46, ,McNeese State,46,Toledo,19,1988
9/17/88,Utah,24,Illinois,35,5.5,Illinois,35,Utah,24,1988
9/17/88,UTEP,27,Brigham Young,31,10.5,Brigham Young,31,UTEP,27,1988
9/17/88,Vanderbilt,31,Rutgers,30,3,Vanderbilt,31,Rutgers,30,1988
9/17/88,Virginia Tech,13,Southern Miss,35,1,Southern Miss,35,Virginia Tech,13,1988
9/17/88,Wake Forest,6,No Carolina State,14,1,No Carolina State,14,Wake Forest,6,1988
9/18/88,Sam Houston State,8,UL-Lafayette,33, ,UL-Lafayette,33,Sam Houston State,8,1988
9/24/88,Akron,30,New Mexico,28, ,Akron,30,New Mexico,28,1988
9/24/88,Arizona State,16,Nebraska,47,21.5,Nebraska,47,Arizona State,16,1988
9/24/88,Baylor,6,Texas Tech,36,-2,Texas Tech,36,Baylor,6,1988
9/24/88,Boston College,17,Texas Christian,31,1,Texas Christian,31,Boston College,17,1988
9/24/88,Bowling Green,5,Toledo,34, ,Toledo,34,Bowling Green,5,1988
9/24/88,Cincinnati,34,Miami-Ohio,18, ,Cincinnati,34,Miami-Ohio,18,1988
9/24/88,Clemson,30,Georgia Tech,13,-14,Clemson,30,Georgia Tech,13,1988
9/24/88,Eastern Michigan,0,Arizona,55, ,Arizona,55,Eastern Michigan,0,1988
9/24/88,Georgia,10,South Carolina,23,2,South Carolina,23,Georgia,10,1988
9/24/88,Hawaii,48,Utah,20,-3,Hawaii,48,Utah,20,1988
9/24/88,Iowa State,3,Iowa,10,24,Iowa,10,Iowa State,3,1988
9/24/88,Indiana,28,Missouri,28,-6.5,Indiana,28,Missouri,28,1988
9/24/88,Kansas,21,California,52,22,California,52,Kansas,21,1988
9/24/88,Kent State,14,Kentucky,38, ,Kentucky,38,Kent State,14,1988
9/24/88,Louisville,38,North Carolina,34,14,Louisville,38,North Carolina,34,1988
9/24/88,Louisiana State,33,Ohio State,36,-8,Ohio State,36,Louisiana State,33,1988
9/24/88,McNeese State,0,Fresno State,49, ,Fresno State,49,McNeese State,0,1988
9/24/88,Michigan State,7,Florida State,30,15.5,Florida State,30,Michigan State,7,1988
9/24/88,Memphis,19,Tulane,20,4,Tulane,20,Memphis,19,1988
9/24/88,Montana State,10,Central Michigan,48, ,Central Michigan,48,Montana State,10,1988
9/24/88,Mississippi State,0,Florida,17,16.5,Florida,17,Mississippi State,0,1988
9/24/88,Navy,35,The Citadel,42, ,The Citadel,42,Navy,35,1988
9/24/88,No Carolina State,26,Maryland,30,-2,Maryland,30,No Carolina State,26,1988
9/24/88,Nicholls State,10,Louisiana Tech,31, ,Louisiana Tech,31,Nicholls State,10,1988
9/24/88,Northern Illinois,20,Minnesota,31, ,Minnesota,31,Northern Illinois,20,1988
9/24/88,New Mexico State,20,Utah State,32, ,Utah State,32,New Mexico State,20,1988
9/24/88,North Texas,24,Texas,27, ,Texas,27,North Texas,24,1988
9/24/88,Northwestern,7,Army,23,13.5,Army,23,Northwestern,7,1988
9/24/88,Ohio,18,Nevada-Las Vegas,26, ,Nevada-Las Vegas,26,Ohio,18,1988
9/24/88,Oklahoma,7,Southern Cal,23,-1.5,Southern Cal,23,Oklahoma,7,1988
9/24/88,Oregon State,21,Colorado,28,18.5,Colorado,28,Oregon State,21,1988
9/24/88,Pacific,10,Fullerton State,13, ,Fullerton State,13,Pacific,10,1988
9/24/88,Purdue,7,Notre Dame,52,21,Notre Dame,52,Purdue,7,1988
9/24/88,Rice,16,UL-Lafayette,41,11.5,UL-Lafayette,41,Rice,16,1988
9/24/88,Rutgers,21,Penn State,16,12,Rutgers,21,Penn State,16,1988
9/24/88,San Jose State,31,Washington,35, ,Washington,35,San Jose State,31,1988
9/24/88,Southern Miss,45,East Carolina,42,3.5,Southern Miss,45,East Carolina,42,1988
9/24/88,Stanford,3,Oregon,7,5.5,Oregon,7,Stanford,3,1988
9/24/88,Tennessee,6,Auburn,38,14,Auburn,38,Tennessee,6,1988
9/24/88,Texas A+M,15,Oklahoma State,52,1.5,Oklahoma State,52,Texas A+M,15,1988
9/24/88,UTEP,27,Tulsa,24,1,UTEP,27,Tulsa,24,1988
9/24/88,Vanderbilt,10,Alabama,44,16.5,Alabama,44,Vanderbilt,10,1988
9/24/88,Virginia,34,Duke,38,7,Duke,38,Virginia,34,1988
9/24/88,Virginia Tech,0,Syracuse,35,16,Syracuse,35,Virginia Tech,0,1988
9/24/88,Wake Forest,9,Michigan,19,19,Michigan,19,Wake Forest,9,1988
9/24/88,Wisconsin,3,Miami-Florida,23,41,Miami-Florida,23,Wisconsin,3,1988
9/24/88,West Virginia,31,Pittsburgh,10,1,West Virginia,31,Pittsburgh,10,1988
9/24/88,Wyoming,48,Air Force,45,-1.5,Wyoming,48,Air Force,45,1988
9/30/88,Utah State,3,Brigham Young,38, ,Brigham Young,38,Utah State,3,1988
10/1/88,Akron,33,Youngstown State,7, ,Akron,33,Youngstown State,7,1988
10/1/88,Alabama,31,Kentucky,27,-11,Alabama,31,Kentucky,27,1988
10/1/88,Appalachian State,9,South Carolina,35, ,South Carolina,35,Appalachian State,9,1988
10/1/88,Bowling Green,10,Western Michigan,37, ,Western Michigan,37,Bowling Green,10,1988
10/1/88,Bucknell,10,Army,58, ,Army,58,Bucknell,10,1988
10/1/88,Cincinnati,9,Rutgers,38,16,Rutgers,38,Cincinnati,9,1988
10/1/88,Colorado,27,Colorado State,23,-11,Colorado,27,Colorado State,23,1988
10/1/88,Duke,17,Vanderbilt,15,0,Duke,17,Vanderbilt,15,1988
10/1/88,Fresno State,10,Oregon State,21, ,Oregon State,21,Fresno State,10,1988
10/1/88,Florida State,48,Tulane,28,-27,Florida State,48,Tulane,28,1988
10/1/88,Fullerton State,16,Wyoming,35, ,Wyoming,35,Fullerton State,16,1988
10/1/88,Houston,27,Baylor,24,-4.5,Houston,27,Baylor,24,1988
10/1/88,Iowa State,7,Oklahoma,35,35,Oklahoma,35,Iowa State,7,1988
10/1/88,Illinois,31,Ohio State,12,13,Illinois,31,Ohio State,12,1988
10/1/88,Indiana,48,Northwestern,17,-20.5,Indiana,48,Northwestern,17,1988
10/1/88,Iowa,10,Michigan State,10,3,Iowa,10,Michigan State,10,1988
10/1/88,Kent State,7,Central Michigan,31, ,Central Michigan,31,Kent State,7,1988
10/1/88,Lamar,13,Arizona State,24, ,Arizona State,24,Lamar,13,1988
10/1/88,Louisville,23,Southern Miss,30,5.5,Southern Miss,30,Louisville,23,1988
10/1/88,Louisiana State,6,Florida,19,-1,Florida,19,Louisiana State,6,1988
10/1/88,Louisiana Tech,31,Kansas State,28, ,Louisiana Tech,31,Kansas State,28,1988
10/1/88,Maryland,9,Syracuse,20,14.5,Syracuse,20,Maryland,9,1988
10/1/88,Miami-Ohio,14,Ball State,45, ,Ball State,45,Miami-Ohio,14,1988
10/1/88,Michigan,62,Wisconsin,14,-21,Michigan,62,Wisconsin,14,1988
10/1/88,Minnesota,10,Purdue,14,0,Purdue,14,Minnesota,10,1988
10/1/88,Mississippi,12,Georgia,36,14,Georgia,36,Mississippi,12,1988
10/1/88,Missouri,0,Miami-Florida,55,27,Miami-Florida,55,Missouri,0,1988
10/1/88,Mississippi State,10,Memphis,31,-3.5,Memphis,31,Mississippi State,10,1988
10/1/88,North Carolina,21,Auburn,47,24,Auburn,47,North Carolina,21,1988
10/1/88,No Carolina State,14,Georgia Tech,6,1.5,No Carolina State,14,Georgia Tech,6,1988
10/1/88,New Mexico,14,Air Force,63,37,Air Force,63,New Mexico,14,1988
10/1/88,New Mexico State,42,Kansas,29, ,New Mexico State,42,Kansas,29,1988
10/1/88,Oregon,34,San Diego State,13,-9.5,Oregon,34,San Diego State,13,1988
10/1/88,Pacific,22,Long Beach State,10, ,Pacific,22,Long Beach State,10,1988
10/1/88,Penn State,45,Temple,9,-13,Penn State,45,Temple,9,1988
10/1/88,Pittsburgh,31,Boston College,34,-4,Boston College,34,Pittsburgh,31,1988
10/1/88,Southern Cal,38,Arizona,15,-7,Southern Cal,38,Arizona,15,1988
10/1/88,San Jose State,14,California,21, ,California,21,San Jose State,14,1988
10/1/88,Stanford,14,Notre Dame,42,13.5,Notre Dame,42,Stanford,14,1988
10/1/88,UL-Lafayette,48,East Carolina,36,-2,UL-Lafayette,48,East Carolina,36,1988
10/1/88,Missouri State,3,Northern Illinois,17, ,Northern Illinois,17,Missouri State,3,1988
10/1/88,Texas Christian,10,Arkansas,53,6.5,Arkansas,53,Texas Christian,10,1988
10/1/88,Texas,20,Rice,13,-17.5,Texas,20,Rice,13,1988
10/1/88,Toledo,14,Ohio,24, ,Ohio,24,Toledo,14,1988
10/1/88,Texas Tech,15,Texas A+M,50,7.5,Texas A+M,50,Texas Tech,15,1988
10/1/88,Tulsa,35,Oklahoma State,56,17,Oklahoma State,56,Tulsa,35,1988
10/1/88,U.C.L.A.,24,Washington,17,-13,U.C.L.A.,24,Washington,17,1988
